ResponseId,LanguageHaveWorkedWith,DevType,skill_list
383,Bash/Shell;HTML/CSS;JavaScript;Rust;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
384,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Kotlin;Lua;PHP;Python;Rust;SQL,"Developer, full-stack;System administrator","['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'Kotlin', 'Lua', 'PHP', 'Python', 'Rust', 'SQL']"
386,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer;Security professional","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Ruby', 'SQL', 'TypeScript']"
387,HTML/CSS;Java;TypeScript,"Developer, full-stack","['HTML/CSS', 'Java', 'TypeScript']"
388,Java;JavaScript;SQL,"Developer, full-stack","['Java', 'JavaScript', 'SQL']"
389,Bash/Shell;HTML/CSS;JavaScript;PHP;TypeScript,"Developer, full-stack;Engineering manager;Cloud infrastructure engineer;Security professional","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'TypeScript']"
390,C#,"Developer, desktop or enterprise applications",['C#']
391,Java;JavaScript,"Developer, back-end;Developer, desktop or enterprise applications","['Java', 'JavaScript']"
392,C#;Elixir;Erlang;F#;Go;HTML/CSS;JavaScript;PowerShell;Rust;SQL;Swift;TypeScript,"Senior Executive (C-Suite, VP, etc.)","['C#', 'Elixir', 'Erlang', 'F#', 'Go', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Rust', 'SQL', 'Swift', 'TypeScript']"
393,Go;JavaScript;Rust;TypeScript,"Developer, front-end;Engineer, site reliability;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","['Go', 'JavaScript', 'Rust', 'TypeScript']"
394,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,"Developer, full-stack;Developer, desktop or enterprise applications","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript']"
395,APL;Bash/Shell;C;C++;Go;Haskell;LISP;Perl;Python;Rust,"Developer, back-end","['APL', 'Bash/Shell', 'C', 'C++', 'Go', 'Haskell', 'LISP', 'Perl', 'Python', 'Rust']"
396,C#;C++;HTML/CSS;Python;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'C++', 'HTML/CSS', 'Python', 'Rust', 'SQL', 'TypeScript']"
397,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'SQL']"
398,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript']"
399,C#;C++,"Developer, desktop or enterprise applications;Engineering manager;Developer, embedded applications or devices;Developer, game or graphics","['C#', 'C++']"
400,Bash/Shell;C;C++;Go;HTML/CSS;Perl;Python;SQL,"Developer, back-end;Security professional","['Bash/Shell', 'C', 'C++', 'Go', 'HTML/CSS', 'Perl', 'Python', 'SQL']"
401,Bash/Shell;C++;Python;SQL,Data or business analyst,"['Bash/Shell', 'C++', 'Python', 'SQL']"
402,Bash/Shell;C#;Java;Kotlin;PowerShell;Python;SQL;VBA,"Developer, back-end;Developer, desktop or enterprise applications","['Bash/Shell', 'C#', 'Java', 'Kotlin', 'PowerShell', 'Python', 'SQL', 'VBA']"
403,Go;HTML/CSS;JavaScript;TypeScript,"Developer, front-end;Developer, full-stack;DevOps specialist","['Go', 'HTML/CSS', 'JavaScript', 'TypeScript']"
404,HTML/CSS;JavaScript;TypeScript,"Developer, front-end;Developer, full-stack","['HTML/CSS', 'JavaScript', 'TypeScript']"
405,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Python;SQL,"Developer, full-stack","['Bash/Shell', 'C', 'C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL']"
406,Bash/Shell;Elixir;Go;Haskell;JavaScript,"Developer, full-stack","['Bash/Shell', 'Elixir', 'Go', 'Haskell', 'JavaScript']"
407,HTML/CSS;JavaScript;Kotlin;Python;Rust;TypeScript,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Engineering manager;Senior Executive (C-Suite, VP, etc.)","['HTML/CSS', 'JavaScript', 'Kotlin', 'Python', 'Rust', 'TypeScript']"
408,Assembly;C#;C++;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, full-stack;Developer, QA or test;Student","['Assembly', 'C#', 'C++', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']"
409,Assembly;C;C++;JavaScript;Lua;Rust;TypeScript,"Developer, back-end;Developer, game or graphics;Blockchain","['Assembly', 'C', 'C++', 'JavaScript', 'Lua', 'Rust', 'TypeScript']"
410,Assembly;C++;Go;JavaScript;Rust;Solidity;Swift,Security professional,"['Assembly', 'C++', 'Go', 'JavaScript', 'Rust', 'Solidity', 'Swift']"
411,Bash/Shell;C++;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL,"Developer, back-end","['Bash/Shell', 'C++', 'HTML/CSS', 'JavaScript', 'Python', 'Ruby', 'Rust', 'SQL']"
412,Bash/Shell;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'Rust', 'SQL', 'TypeScript']"
413,HTML/CSS;JavaScript;Rust;SQL,"Developer, full-stack;Senior Executive (C-Suite, VP, etc.)","['HTML/CSS', 'JavaScript', 'Rust', 'SQL']"
414,Java;Python,Marketing or sales professional,"['Java', 'Python']"
415,Assembly;Bash/Shell;C;C#;C++;Delphi;Groovy;HTML/CSS;Java;Perl;PowerShell;Python;Rust,"Developer, QA or test;Other (please specify):","['Assembly', 'Bash/Shell', 'C', 'C#', 'C++', 'Delphi', 'Groovy', 'HTML/CSS', 'Java', 'Perl', 'PowerShell', 'Python', 'Rust']"
417,Bash/Shell;C;C++;HTML/CSS;JavaScript;MATLAB;PHP;Python;Rust;SQL;TypeScript,"Developer, front-end;Engineer, site reliability;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Database administrator;DevOps specialist;Designer;Scientist;System administrator;Security professional","['Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'MATLAB', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript']"
418,Go,"Developer, back-end",['Go']
420,C#;HTML/CSS;JavaScript;TypeScript,"Developer, front-end","['C#', 'HTML/CSS', 'JavaScript', 'TypeScript']"
422,HTML/CSS;JavaScript;Python;Ruby;SQL,"Developer, back-end","['HTML/CSS', 'JavaScript', 'Python', 'Ruby', 'SQL']"
423,Bash/Shell;Groovy;JavaScript;Python;Rust;SQL,"Developer, full-stack;Developer, back-end;Cloud infrastructure engineer;System administrator","['Bash/Shell', 'Groovy', 'JavaScript', 'Python', 'Rust', 'SQL']"
424,HTML/CSS;JavaScript;PHP;Ruby,"Developer, full-stack;Educator","['HTML/CSS', 'JavaScript', 'PHP', 'Ruby']"
425,C;C++;Python,"Developer, desktop or enterprise applications;Project manager","['C', 'C++', 'Python']"
427,Assembly;Bash/Shell;C;C++;Go;Java;JavaScript;LISP;Lua;Python;Rust;TypeScript,"Developer, back-end;Security professional","['Assembly', 'Bash/Shell', 'C', 'C++', 'Go', 'Java', 'JavaScript', 'LISP', 'Lua', 'Python', 'Rust', 'TypeScript']"
428,Bash/Shell;Dart;Go;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,DevOps specialist,"['Bash/Shell', 'Dart', 'Go', 'JavaScript', 'PowerShell', 'Python', 'Rust', 'SQL', 'TypeScript']"
430,Clojure;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end","['Clojure', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PHP', 'Rust', 'SQL']"
431,C;C#;C++;Go;Java;JavaScript;Kotlin,"Developer, front-end;Engineer, data;Engineer, site reliability;Developer, full-stack;Developer, back-end;Developer, QA or test;Engineering manager;Database administrator;DevOps specialist;Developer, game or graphics;Project manager;Designer;Product manager;System administrator;Marketing or sales professional","['C', 'C#', 'C++', 'Go', 'Java', 'JavaScript', 'Kotlin']"
432,Kotlin;Objective-C;SQL;Swift,"Developer, mobile","['Kotlin', 'Objective-C', 'SQL', 'Swift']"
433,Bash/Shell;HTML/CSS;Java;JavaScript;LISP;PowerShell;SQL,"Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Designer","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'LISP', 'PowerShell', 'SQL']"
434,C;C++;Delphi,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Educator;Database administrator;Developer, embedded applications or devices","['C', 'C++', 'Delphi']"
436,Java;TypeScript,"Developer, back-end","['Java', 'TypeScript']"
437,C#;HTML/CSS;JavaScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Designer","['C#', 'HTML/CSS', 'JavaScript']"
438,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;OCaml;Python;Rust,Student,"['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'OCaml', 'Python', 'Rust']"
439,C++;JavaScript;PHP;Rust,"Developer, front-end;Developer, back-end","['C++', 'JavaScript', 'PHP', 'Rust']"
440,C#;Dart,"Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Engineering manager;Cloud infrastructure engineer","['C#', 'Dart']"
441,Bash/Shell;C#;HTML/CSS;JavaScript;Python;SQL,"Data scientist or machine learning specialist;Engineer, data","['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'Python', 'SQL']"
442,Bash/Shell;Java;Kotlin;Python;Rust,"Developer, mobile","['Bash/Shell', 'Java', 'Kotlin', 'Python', 'Rust']"
443,C;C++;Dart;Elixir;Erlang;Go;HTML/CSS;JavaScript;Rust;Scala;SQL;TypeScript,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Academic researcher;Cloud infrastructure engineer;Data or business analyst;Blockchain","['C', 'C++', 'Dart', 'Elixir', 'Erlang', 'Go', 'HTML/CSS', 'JavaScript', 'Rust', 'Scala', 'SQL', 'TypeScript']"
444,Bash/Shell;HTML/CSS;JavaScript;Python;SQL,"Developer, full-stack;Cloud infrastructure engineer;System administrator","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Python', 'SQL']"
446,HTML/CSS;Java;JavaScript;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['HTML/CSS', 'Java', 'JavaScript', 'SQL', 'TypeScript']"
447,Bash/Shell;HTML/CSS;Python;TypeScript,"Engineer, data","['Bash/Shell', 'HTML/CSS', 'Python', 'TypeScript']"
448,HTML/CSS;Java;JavaScript;Ruby;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end","['HTML/CSS', 'Java', 'JavaScript', 'Ruby', 'SQL']"
449,Bash/Shell;C++;Go;Python,"Developer, back-end;Developer, desktop or enterprise applications;Data or business analyst","['Bash/Shell', 'C++', 'Go', 'Python']"
450,Assembly;C;PHP;Python;R;SQL,"Data scientist or machine learning specialist;Developer, full-stack;Educator","['Assembly', 'C', 'PHP', 'Python', 'R', 'SQL']"
454,Delphi;HTML/CSS;JavaScript,"Developer, full-stack","['Delphi', 'HTML/CSS', 'JavaScript']"
455,C#;JavaScript;Python;TypeScript,"Developer, full-stack","['C#', 'JavaScript', 'Python', 'TypeScript']"
456,Assembly;Bash/Shell;C;Go;Java;Julia;Python;Ruby;Rust;SQL,Academic researcher;Scientist,"['Assembly', 'Bash/Shell', 'C', 'Go', 'Java', 'Julia', 'Python', 'Ruby', 'Rust', 'SQL']"
457,C#;F#;Kotlin;Rust;Scala;TypeScript,Other (please specify):,"['C#', 'F#', 'Kotlin', 'Rust', 'Scala', 'TypeScript']"
459,Bash/Shell;Python;Rust;Scala;SQL,"Engineer, data","['Bash/Shell', 'Python', 'Rust', 'Scala', 'SQL']"
460,Bash/Shell;C;C++;Python;Rust,Other (please specify):,"['Bash/Shell', 'C', 'C++', 'Python', 'Rust']"
461,C++;Go;HTML/CSS;JavaScript;Kotlin;Python;TypeScript,"Developer, back-end","['C++', 'Go', 'HTML/CSS', 'JavaScript', 'Kotlin', 'Python', 'TypeScript']"
462,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python,Student,"['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python']"
463,Bash/Shell;C;HTML/CSS;JavaScript;Lua;TypeScript,"Developer, front-end","['Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'Lua', 'TypeScript']"
464,Bash/Shell;Python;SQL,Data scientist or machine learning specialist,"['Bash/Shell', 'Python', 'SQL']"
465,C#;Java;JavaScript;Python;SQL,"Developer, full-stack;Academic researcher;DevOps specialist;Cloud infrastructure engineer;Scientist","['C#', 'Java', 'JavaScript', 'Python', 'SQL']"
466,Bash/Shell;Go;Haskell;HTML/CSS;Python;Ruby;Rust,Other (please specify):,"['Bash/Shell', 'Go', 'Haskell', 'HTML/CSS', 'Python', 'Ruby', 'Rust']"
467,C++;TypeScript,"Developer, back-end","['C++', 'TypeScript']"
468,Java;JavaScript;Rust;TypeScript,"Developer, full-stack","['Java', 'JavaScript', 'Rust', 'TypeScript']"
469,C#;PowerShell;SQL;TypeScript,"Developer, full-stack;DevOps specialist;Cloud infrastructure engineer","['C#', 'PowerShell', 'SQL', 'TypeScript']"
470,Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL,"Developer, back-end","['Go', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Rust', 'SQL']"
471,Bash/Shell;C#;C++;HTML/CSS;Perl;PHP;PowerShell;Python;Rust;SQL;VBA,"Data scientist or machine learning specialist;Engineer, data;Developer, back-end;Developer, desktop or enterprise applications;Project manager","['Bash/Shell', 'C#', 'C++', 'HTML/CSS', 'Perl', 'PHP', 'PowerShell', 'Python', 'Rust', 'SQL', 'VBA']"
472,C;C#;C++;Java;JavaScript;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, mobile;Database administrator;System administrator","['C', 'C#', 'C++', 'Java', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
473,Bash/Shell;C;Objective-C;Python;Rust;Swift,"Developer, desktop or enterprise applications","['Bash/Shell', 'C', 'Objective-C', 'Python', 'Rust', 'Swift']"
474,Java;Python;TypeScript,"Developer, back-end","['Java', 'Python', 'TypeScript']"
475,Bash/Shell;HTML/CSS;JavaScript;OCaml;Python;TypeScript,"Developer, front-end;Developer, full-stack","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'OCaml', 'Python', 'TypeScript']"
476,C#;Python,"Developer, back-end","['C#', 'Python']"
479,Assembly;Bash/Shell;C;C++;MATLAB,"Developer, embedded applications or devices","['Assembly', 'Bash/Shell', 'C', 'C++', 'MATLAB']"
480,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Database administrator;DevOps specialist;Designer;Scientist;Product manager;System administrator","['C#', 'HTML/CSS', 'Java', 'JavaScript', 'SQL', 'TypeScript', 'VBA']"
482,Java;JavaScript;Python;SQL,"Developer, full-stack;Developer, back-end;Developer, QA or test","['Java', 'JavaScript', 'Python', 'SQL']"
483,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,Other (please specify):,"['Assembly', 'Bash/Shell', 'C', 'C#', 'C++', 'HTML/CSS', 'JavaScript', 'Lua', 'PowerShell', 'Python', 'Rust', 'SQL', 'TypeScript']"
484,Python;Rust,"Developer, back-end","['Python', 'Rust']"
485,Bash/Shell;C#;Java;JavaScript;SQL;TypeScript,"Engineer, data","['Bash/Shell', 'C#', 'Java', 'JavaScript', 'SQL', 'TypeScript']"
486,C#,"Developer, back-end;Developer, desktop or enterprise applications",['C#']
487,C#;C++;HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;TypeScript,"Developer, full-stack","['C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Ruby', 'SQL', 'TypeScript']"
488,Bash/Shell;C;HTML/CSS;JavaScript;Python;Rust;SQL,"Developer, full-stack;Student","['Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL']"
489,Bash/Shell;Elixir;Go;JavaScript;Rust,"Developer, full-stack;Developer, back-end","['Bash/Shell', 'Elixir', 'Go', 'JavaScript', 'Rust']"
490,Bash/Shell;Java;Kotlin;Python,"Student;Developer, embedded applications or devices","['Bash/Shell', 'Java', 'Kotlin', 'Python']"
491,C#;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']"
492,JavaScript;PHP,"Developer, back-end","['JavaScript', 'PHP']"
493,Bash/Shell;HTML/CSS;JavaScript;Ruby;TypeScript,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Ruby', 'TypeScript']"
494,C#;HTML/CSS;JavaScript;PHP;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist","['C#', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL']"
495,Bash/Shell;C;C#;C++;PowerShell,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Educator;Developer, embedded applications or devices","['Bash/Shell', 'C', 'C#', 'C++', 'PowerShell']"
496,C#,"Developer, back-end;Student;System administrator",['C#']
497,C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, back-end","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']"
498,Bash/Shell;Go,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'Go']"
499,Java;Kotlin;Python;SQL,"Developer, back-end","['Java', 'Kotlin', 'Python', 'SQL']"
500,Bash/Shell;Go;Groovy;Python;Ruby;Swift,Other (please specify):,"['Bash/Shell', 'Go', 'Groovy', 'Python', 'Ruby', 'Swift']"
501,C#;F#;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'F#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']"
502,Assembly;C;C#;C++;PowerShell;Python,"Developer, embedded applications or devices","['Assembly', 'C', 'C#', 'C++', 'PowerShell', 'Python']"
504,C++;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript,"Developer, full-stack;Student","['C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'R', 'SQL', 'TypeScript']"
506,Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Julia;MATLAB;PHP;PowerShell;Python;R;Rust;SAS;Scala;SQL;TypeScript,"Data scientist or machine learning specialist;Developer, full-stack;Engineering manager;Academic researcher;Data or business analyst","['Bash/Shell', 'C', 'C#', 'C++', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Julia', 'MATLAB', 'PHP', 'PowerShell', 'Python', 'R', 'Rust', 'SAS', 'Scala', 'SQL', 'TypeScript']"
508,C#;JavaScript;Python;Rust,"Developer, back-end;Developer, QA or test","['C#', 'JavaScript', 'Python', 'Rust']"
509,C;C++;JavaScript;Objective-C;PHP;SQL,"Developer, desktop or enterprise applications","['C', 'C++', 'JavaScript', 'Objective-C', 'PHP', 'SQL']"
510,Haskell;Python;Rust,"Data scientist or machine learning specialist;Developer, back-end","['Haskell', 'Python', 'Rust']"
511,C#;F#;SQL,"Engineer, data;Developer, desktop or enterprise applications;Database administrator;Academic researcher","['C#', 'F#', 'SQL']"
512,HTML/CSS;JavaScript;PHP;Rust;Solidity;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;Database administrator;System administrator","['HTML/CSS', 'JavaScript', 'PHP', 'Rust', 'Solidity', 'SQL', 'TypeScript']"
513,Go;TypeScript,"Developer, front-end;Developer, full-stack","['Go', 'TypeScript']"
514,Assembly;C;C++;HTML/CSS;JavaScript;MATLAB;Python,"Developer, desktop or enterprise applications;Student;Developer, embedded applications or devices;Developer, game or graphics","['Assembly', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'MATLAB', 'Python']"
515,C++;Python,"Developer, back-end;DevOps specialist","['C++', 'Python']"
516,HTML/CSS;JavaScript;PHP;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;System administrator","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']"
518,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,"Developer, full-stack","['C#', 'HTML/CSS', 'Java', 'JavaScript', 'SQL', 'TypeScript']"
520,JavaScript;PHP;SQL;TypeScript,"Developer, full-stack","['JavaScript', 'PHP', 'SQL', 'TypeScript']"
521,Python;Rust;SQL,System administrator,"['Python', 'Rust', 'SQL']"
523,Groovy;Java;Scala;SQL,"Engineer, data;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist;Cloud infrastructure engineer","['Groovy', 'Java', 'Scala', 'SQL']"
524,HTML/CSS;JavaScript;TypeScript,"Developer, full-stack;Designer;Product manager","['HTML/CSS', 'JavaScript', 'TypeScript']"
525,Bash/Shell;HTML/CSS;JavaScript;Lua;Python;Scala;TypeScript,"Developer, full-stack","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Lua', 'Python', 'Scala', 'TypeScript']"
526,Go;Python,"Developer, QA or test","['Go', 'Python']"
528,C;C++;Java;PHP;Python;Rust,"Engineer, site reliability","['C', 'C++', 'Java', 'PHP', 'Python', 'Rust']"
529,Go;JavaScript;PHP;Python;SQL,"Developer, full-stack","['Go', 'JavaScript', 'PHP', 'Python', 'SQL']"
530,HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,"Developer, full-stack;Developer, game or graphics","['HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']"
531,C;C++;Delphi;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Senior Executive (C-Suite, VP, etc.);System administrator","['C', 'C++', 'Delphi', 'HTML/CSS', 'JavaScript', 'Perl', 'PHP', 'Python', 'SQL']"
532,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL', 'VBA']"
535,C#;JavaScript;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'JavaScript', 'TypeScript']"
536,C#;C++,"Developer, front-end;Developer, game or graphics","['C#', 'C++']"
537,Bash/Shell;C;Go;Groovy;Java;Python;Ruby;Rust,"Developer, full-stack;DevOps specialist;System administrator","['Bash/Shell', 'C', 'Go', 'Groovy', 'Java', 'Python', 'Ruby', 'Rust']"
538,Assembly;C;C++;Haskell;Kotlin;OCaml;Rust;Scala;Swift;TypeScript,"Data scientist or machine learning specialist;Developer, back-end;Developer, mobile;Developer, embedded applications or devices;Cloud infrastructure engineer;Blockchain","['Assembly', 'C', 'C++', 'Haskell', 'Kotlin', 'OCaml', 'Rust', 'Scala', 'Swift', 'TypeScript']"
539,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,"Developer, full-stack","['Bash/Shell', 'C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript']"
540,Bash/Shell;Clojure;Haskell;HTML/CSS,"Developer, full-stack","['Bash/Shell', 'Clojure', 'Haskell', 'HTML/CSS']"
541,Bash/Shell;C;Go;HTML/CSS;JavaScript;Lua;Rust;SQL,"Developer, full-stack;Developer, back-end","['Bash/Shell', 'C', 'Go', 'HTML/CSS', 'JavaScript', 'Lua', 'Rust', 'SQL']"
542,Bash/Shell;C;HTML/CSS;JavaScript;Kotlin;Objective-C;Rust;SQL;Swift;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Engineering manager;DevOps specialist;Product manager;System administrator","['Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'Kotlin', 'Objective-C', 'Rust', 'SQL', 'Swift', 'TypeScript']"
544,Bash/Shell;C;C++;Go;Java;SQL,"Developer, back-end","['Bash/Shell', 'C', 'C++', 'Go', 'Java', 'SQL']"
545,C#;C++,"Developer, desktop or enterprise applications;Student;Developer, embedded applications or devices","['C#', 'C++']"
546,C;C#;C++;Go;Haskell;Java;JavaScript;Kotlin;Ruby;Rust;Scala;SQL;TypeScript,"Student;Developer, game or graphics","['C', 'C#', 'C++', 'Go', 'Haskell', 'Java', 'JavaScript', 'Kotlin', 'Ruby', 'Rust', 'Scala', 'SQL', 'TypeScript']"
547,Bash/Shell;Erlang,"Developer, back-end","['Bash/Shell', 'Erlang']"
548,C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,"Developer, full-stack;Developer, desktop or enterprise applications","['C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Python', 'Rust', 'SQL', 'TypeScript']"
549,Bash/Shell;Go;HTML/CSS;Lua;SQL;Swift,Other (please specify):,"['Bash/Shell', 'Go', 'HTML/CSS', 'Lua', 'SQL', 'Swift']"
550,C#;SQL,"Developer, back-end","['C#', 'SQL']"
552,Bash/Shell;C;C++;Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student;DevOps specialist;Cloud infrastructure engineer;System administrator","['Bash/Shell', 'C', 'C++', 'Go', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Python', 'Rust', 'TypeScript']"
553,C;Java;JavaScript;Python;SQL;TypeScript,"Developer, full-stack;Developer, QA or test;System administrator","['C', 'Java', 'JavaScript', 'Python', 'SQL', 'TypeScript']"
554,C#;HTML/CSS;JavaScript;Python;Rust,"Developer, back-end","['C#', 'HTML/CSS', 'JavaScript', 'Python', 'Rust']"
555,Dart;Go;Java;JavaScript;Kotlin;TypeScript,"Developer, full-stack","['Dart', 'Go', 'Java', 'JavaScript', 'Kotlin', 'TypeScript']"
557,TypeScript,"Developer, front-end;Developer, full-stack",['TypeScript']
558,HTML/CSS;JavaScript;Perl;PHP;Python;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;Educator;Academic researcher;Data or business analyst;Designer","['HTML/CSS', 'JavaScript', 'Perl', 'PHP', 'Python', 'SQL']"
559,C#;C++;F#;Rust;SQL,"Developer, full-stack","['C#', 'C++', 'F#', 'Rust', 'SQL']"
560,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL,"Developer, full-stack;Database administrator;DevOps specialist;Data or business analyst;System administrator","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL']"
